
2020-01-03T15:47:24+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 9 | Gen: (14/50) | TSz: 3 | numG#: 13 | Elapsed: 786.735271ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 1 | Gen: (16/50) | TSz: 3 | numG#: 13 | Elapsed: 710.577763ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 4 | Gen: (15/50) | TSz: 3 | numG#: 13 | Elapsed: 480.60244ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 7 | Gen: (13/50) | TSz: 3 | numG#: 13 | Elapsed: 459.204412ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 8 | Gen: (12/50) | TSz: 3 | numG#: 13 | Elapsed: 747.116063ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 0 | Gen: (13/50) | TSz: 3 | numG#: 13 | Elapsed: 554.984736ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 5 | Gen: (10/50) | TSz: 3 | numG#: 13 | Elapsed: 683.463038ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (28/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (19/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 6 | Gen: (16/50) | TSz: 3 | numG#: 13 | Elapsed: 590.377042ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (22/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (4/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (7/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (10/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (31/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 1 | Gen: (17/50) | TSz: 3 | numG#: 13 | Elapsed: 334.632641ms
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (25/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (34/36)
2020-01-03T15:47:32+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 3 | Gen: (12/50) | TSz: 3 | numG#: 13 | Elapsed: 627.377156ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 9 | Gen: (15/50) | TSz: 3 | numG#: 13 | Elapsed: 705.121314ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 4 | Gen: (16/50) | TSz: 3 | numG#: 13 | Elapsed: 643.313209ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 2 | Gen: (13/50) | TSz: 3 | numG#: 13 | Elapsed: 860.650174ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 3 | Gen: (13/50) | TSz: 3 | numG#: 13 | Elapsed: 336.336555ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 7 | Gen: (14/50) | TSz: 3 | numG#: 13 | Elapsed: 620.670666ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 6 | Gen: (17/50) | TSz: 3 | numG#: 13 | Elapsed: 512.198543ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 5 | Gen: (11/50) | TSz: 3 | numG#: 13 | Elapsed: 561.784489ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 8 | Gen: (13/50) | TSz: 3 | numG#: 13 | Elapsed: 687.372985ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
Spec: ((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9)))))	 | Run: 1 | Gen: (18/50) | TSz: 3 | numG#: 13 | Elapsed: 569.894357ms
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (7/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 4 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (19/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (13/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 2 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 3 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:33+03:00 ==> Folder: 5 | 
  ==> Run: 9 | Epoch: (22/36)
