
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 0 | Gen: (7/50) | TSz: 0 | numG#: 13 | Elapsed: 107.825719ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 8 | Gen: (9/50) | TSz: 0 | numG#: 13 | Elapsed: 105.197006ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 7 | Gen: (7/50) | TSz: 0 | numG#: 13 | Elapsed: 135.33257ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 9 | Gen: (11/50) | TSz: 0 | numG#: 13 | Elapsed: 129.226853ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 1 | Gen: (7/50) | TSz: 0 | numG#: 13 | Elapsed: 132.415976ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (31/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 8 | Gen: (10/50) | TSz: 0 | numG#: 13 | Elapsed: 66.387317ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 6 | Gen: (7/50) | TSz: 0 | numG#: 13 | Elapsed: 129.771276ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 2 | Gen: (9/50) | TSz: 0 | numG#: 13 | Elapsed: 135.440798ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (7/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (22/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 4 | Gen: (8/50) | TSz: 0 | numG#: 13 | Elapsed: 151.384922ms
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (16/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (19/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 5 | Gen: (10/50) | TSz: 0 | numG#: 13 | Elapsed: 152.306309ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 3 | Gen: (7/50) | TSz: 0 | numG#: 13 | Elapsed: 165.435468ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (31/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (34/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 0 | Gen: (8/50) | TSz: 0 | numG#: 13 | Elapsed: 118.385583ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (31/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 1 | Gen: (8/50) | TSz: 0 | numG#: 13 | Elapsed: 76.388738ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 9 | Gen: (12/50) | TSz: 0 | numG#: 13 | Elapsed: 96.214435ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (34/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 2 | Gen: (10/50) | TSz: 0 | numG#: 13 | Elapsed: 58.212336ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (31/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (34/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 7 | Gen: (8/50) | TSz: 0 | numG#: 13 | Elapsed: 147.605864ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 6 | Gen: (8/50) | TSz: 0 | numG#: 13 | Elapsed: 86.087812ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (4/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (19/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (25/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 5 | Gen: (11/50) | TSz: 0 | numG#: 13 | Elapsed: 74.366401ms
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (7/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (16/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (28/36)
2020-01-03T15:47:10+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (28/36)
